case_id,customer_id,failure_category,final_action,policy_action,permitted_actions,recovery_sequence,decision_reason,guardrail_status,guardrail_reason,recovery_probability,expected_recovery,action_cost,erv
CASE_000101,UNSEEN_CUST_01099,temporary_bank_failure,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'temporary_bank_failure'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.9880983246230998,35086.7786483715,2.0,35084.7786483715
CASE_000102,UNSEEN_CUST_01666,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7357764839399623,2751.4435194583284,5.0,2746.4435194583284
CASE_000103,UNSEEN_CUST_01343,authentication_failed,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.9114740887045888,38752.89773144905,5.0,38747.89773144905
CASE_000104,UNSEEN_CUST_00608,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8175002846001049,25219.57312980509,5.0,25214.57312980509
CASE_000105,UNSEEN_CUST_01140,blocked_instrument,escalate,escalate,escalate,escalate,Policy selected 'escalate' for failure category 'blocked_instrument'. Guardrail allowed execution.,allowed,Case routed to manual review.,0.566332599487123,25982.75634189173,25.0,25957.75634189173
CASE_000106,UNSEEN_CUST_01919,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7706671860407774,37516.51789676109,5.0,37511.51789676109
CASE_000107,UNSEEN_CUST_00833,temporary_bank_failure,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'temporary_bank_failure'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.9972401860139386,40508.29525196059,2.0,40506.29525196059
CASE_000108,UNSEEN_CUST_01952,expired_instrument,stop,reminder,"reminder,escalate","reminder,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7534390085961247,25051.3874380259,5.0,25046.3874380259
CASE_000109,UNSEEN_CUST_01284,authentication_failed,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8097268949498038,24424.93404729281,5.0,24419.93404729281
CASE_000110,UNSEEN_CUST_00521,limit_exceeded,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.6527808877731587,12918.59251931071,5.0,12913.59251931071
CASE_000111,UNSEEN_CUST_00636,authentication_failed,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7675724834938564,24315.414431037934,5.0,24310.414431037934
CASE_000112,UNSEEN_CUST_00021,authentication_failed,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7736416374650765,12569.3247382296,5.0,12564.3247382296
CASE_000113,UNSEEN_CUST_01983,blocked_instrument,escalate,escalate,escalate,escalate,Policy selected 'escalate' for failure category 'blocked_instrument'. Guardrail allowed execution.,allowed,Case routed to manual review.,0.7629362358647078,4513.225596881266,25.0,4488.225596881266
CASE_000114,UNSEEN_CUST_00659,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.6937745361159995,14007.654771450088,5.0,14002.654771450088
CASE_000115,UNSEEN_CUST_01798,temporary_bank_failure,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'temporary_bank_failure'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.998916277225118,10960.768678456963,2.0,10958.768678456963
CASE_000116,UNSEEN_CUST_00011,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.5207926430283086,2341.051465161562,5.0,2336.051465161562
CASE_000117,UNSEEN_CUST_01616,expired_instrument,stop,reminder,"reminder,escalate","reminder,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.6691714701102923,27753.9937902596,5.0,27748.9937902596
CASE_000118,UNSEEN_CUST_00256,expired_instrument,stop,reminder,"reminder,escalate","reminder,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8574853383842213,55516.7220536262,5.0,55511.7220536262
CASE_000119,UNSEEN_CUST_00996,temporary_bank_failure,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'temporary_bank_failure'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.9991029375474206,6191.810572068258,2.0,6189.810572068258
CASE_000120,UNSEEN_CUST_01616,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.534467082865786,17142.005506120986,5.0,17137.005506120986
CASE_000121,UNSEEN_CUST_00973,authentication_failed,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7880144735148319,8854.508871359938,5.0,8849.508871359938
CASE_000122,UNSEEN_CUST_01635,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7518822628011581,21085.553094494207,5.0,21080.553094494207
CASE_000123,UNSEEN_CUST_01080,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8494198026793357,28389.27466835665,5.0,28384.27466835665
CASE_000124,UNSEEN_CUST_00666,timeout,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'timeout'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.9886771895162402,5553.468980915987,2.0,5551.468980915987
CASE_000125,UNSEEN_CUST_00151,temporary_bank_failure,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'temporary_bank_failure'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.97484249254407,42570.81598917879,2.0,42568.81598917879
CASE_000126,UNSEEN_CUST_01527,blocked_instrument,escalate,escalate,escalate,escalate,Policy selected 'escalate' for failure category 'blocked_instrument'. Guardrail allowed execution.,allowed,Case routed to manual review.,0.7574336468889109,1912.58812742272,25.0,1887.58812742272
CASE_000127,UNSEEN_CUST_01966,temporary_bank_failure,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'temporary_bank_failure'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.99898423032922,16498.0147771987,2.0,16496.0147771987
CASE_000128,UNSEEN_CUST_01320,temporary_bank_failure,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'temporary_bank_failure'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.99982053649218,13627.48392495086,2.0,13625.48392495086
CASE_000129,UNSEEN_CUST_00892,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7427294831796325,6556.17713015426,5.0,6551.17713015426
CASE_000130,UNSEEN_CUST_00144,temporary_bank_failure,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'temporary_bank_failure'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.994634879045596,12126.64812341665,2.0,12124.64812341665
CASE_000131,UNSEEN_CUST_01693,authentication_failed,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8270952657784968,14861.702637904207,5.0,14856.702637904207
CASE_000132,UNSEEN_CUST_00577,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8142847595202204,9806.6267872443,5.0,9801.6267872443
CASE_000133,UNSEEN_CUST_01175,expired_instrument,stop,reminder,"reminder,escalate","reminder,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.5853894588316092,14529.700040192074,5.0,14524.700040192074
CASE_000134,UNSEEN_CUST_00990,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7756765882702578,24355.85703339196,5.0,24350.85703339196
CASE_000135,UNSEEN_CUST_01044,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7462288624244402,24952.05743647172,5.0,24947.05743647172
CASE_000136,UNSEEN_CUST_01234,temporary_bank_failure,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'temporary_bank_failure'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.9994756211621958,19936.51023105369,2.0,19934.51023105369
CASE_000137,UNSEEN_CUST_00102,temporary_bank_failure,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'temporary_bank_failure'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.9959945316232268,6205.623608841045,2.0,6203.623608841045
CASE_000138,UNSEEN_CUST_00892,temporary_bank_failure,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'temporary_bank_failure'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.996015674887454,1885.8461186751565,2.0,1883.8461186751565
CASE_000139,UNSEEN_CUST_00614,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8741931685029065,12108.519512387238,5.0,12103.519512387238
CASE_000140,UNSEEN_CUST_00486,timeout,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'timeout'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.9272664158229826,39715.73858345001,2.0,39713.73858345001
CASE_000141,UNSEEN_CUST_00725,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7907469153359693,34709.59862459777,5.0,34704.59862459777
