case_id,customer_id,customer_segment,communication_opt_in,failure_category,recovery_amount,final_action,decision_reason,guardrail_status,recovery_probability,expected_recovery,action_cost,erv
CASE_000178,CUST_00221,regular,1,insufficient_funds,15431.48,reminder,Action passed all guardrails.,passed,0.6089898107013418,9397.614084041545,5.0,9392.614084041545
CASE_000179,CUST_00405,new,1,timeout,17542.31,retry,Action passed all guardrails.,passed,0.6495783839066981,11395.10537979031,2.0,11393.10537979031
CASE_000180,CUST_01137,regular,1,insufficient_funds,33913.17,reminder,Action passed all guardrails.,passed,0.5920512123282561,20078.333412394244,5.0,20073.333412394244
CASE_000181,CUST_00200,regular,1,temporary_bank_failure,18644.91,retry,Action passed all guardrails.,passed,0.8282463585601817,15442.578813182316,2.0,15440.578813182316
CASE_000182,CUST_00349,regular,1,timeout,10400.39,retry,Action passed all guardrails.,passed,0.7581465300829726,7885.019590009647,2.0,7883.019590009647
CASE_000183,CUST_01071,regular,1,temporary_bank_failure,24940.88,retry,Action passed all guardrails.,passed,0.8005031346106136,19965.25261994716,2.0,19963.25261994716
CASE_000184,CUST_00360,regular,1,insufficient_funds,25984.21,reminder,Action passed all guardrails.,passed,0.5570350470033191,14474.115638694111,5.0,14469.115638694111
CASE_000185,CUST_01444,regular,1,timeout,40097.07,retry,Action passed all guardrails.,passed,0.6933303703795758,27800.516394235776,2.0,27798.516394235776
CASE_000186,CUST_01783,regular,1,temporary_bank_failure,32309.47,retry,Action passed all guardrails.,passed,0.7319989403441068,23650.49780307971,2.0,23648.49780307971
CASE_000187,CUST_01718,new,1,limit_exceeded,9355.17,reminder,Action passed all guardrails.,passed,0.4358696197286121,4077.6343903965208,5.0,4072.6343903965208
CASE_000188,CUST_00007,regular,1,timeout,22401.38,retry,Action passed all guardrails.,passed,0.7362654668157328,16493.362503016622,2.0,16491.362503016622
CASE_000189,CUST_01239,regular,1,unknown_failure,36512.85,reminder,Action passed all guardrails.,passed,0.5399150412426323,19713.83691363605,5.0,19708.83691363605
CASE_000190,CUST_00760,regular,1,expired_instrument,5415.97,reminder,Action passed all guardrails.,passed,0.5683606270143216,3078.224105090755,5.0,3073.224105090755
CASE_000191,CUST_00709,new,1,insufficient_funds,3373.58,reminder,Action passed all guardrails.,passed,0.5647300602164019,1905.162036544849,5.0,1900.162036544849
CASE_000192,CUST_00658,regular,1,limit_exceeded,29626.63,reminder,Action passed all guardrails.,passed,0.4840584120595737,14341.019472476528,5.0,14336.019472476528
CASE_000193,CUST_00342,high_value,1,blocked_instrument,54225.56,escalate,Case routed to manual review.,passed,0.4456893339681982,24167.75372045257,25.0,24142.75372045257
CASE_000194,CUST_00885,regular,1,insufficient_funds,15460.21,reminder,Action passed all guardrails.,passed,0.641841979150893,9923.011784488428,5.0,9918.011784488428
CASE_000195,CUST_00309,new,1,blocked_instrument,5165.83,reminder,Action passed all guardrails.,passed,0.4180341892679773,2159.493555946196,5.0,2154.493555946196
CASE_000196,CUST_00117,regular,1,temporary_bank_failure,39610.53,retry,Action passed all guardrails.,passed,0.7635968353636594,30246.47535507729,2.0,30244.47535507729
CASE_000197,CUST_00184,regular,1,blocked_instrument,44165.14,reminder,Action passed all guardrails.,passed,0.4071213406727785,17980.571007800958,5.0,17975.571007800958
CASE_000198,CUST_01764,high_value,1,risk_decline,6227.58,reminder,Action passed all guardrails.,passed,0.4599104351427232,2864.1290276861205,5.0,2859.1290276861205
CASE_000199,CUST_01879,new,1,unknown_failure,9301.77,reminder,Action passed all guardrails.,passed,0.4520922849848076,4205.2584537031335,5.0,4200.2584537031335
CASE_000200,CUST_01052,regular,1,authentication_failed,16949.93,reminder,Action passed all guardrails.,passed,0.5614460383067865,9516.47104807735,5.0,9511.47104807735
CASE_000201,CUST_01130,high_value,1,limit_exceeded,82519.58,reminder,High-value case permitted for controlled recovery.,passed,0.6225866361643566,51375.58772989552,5.0,51370.58772989552
CASE_000202,CUST_00185,new,1,insufficient_funds,12801.63,reminder,Action passed all guardrails.,passed,0.6189184725883231,7923.165286240855,5.0,7918.165286240855
CASE_000203,CUST_00897,regular,1,insufficient_funds,34544.9,reminder,Action passed all guardrails.,passed,0.5369177092010214,18547.768572578367,5.0,18542.768572578367
CASE_000204,CUST_01237,new,1,risk_decline,18069.25,reminder,Action passed all guardrails.,passed,0.1761845291987201,3183.5223042239745,5.0,3178.5223042239745
CASE_000205,CUST_00517,regular,1,insufficient_funds,18309.1,reminder,Action passed all guardrails.,passed,0.5739427099735747,10508.374471177174,5.0,10503.374471177174
CASE_000206,CUST_00502,regular,1,insufficient_funds,35763.96,reminder,Action passed all guardrails.,passed,0.5110345743833826,18276.62007686432,5.0,18271.62007686432
CASE_000207,CUST_00556,regular,1,risk_decline,12307.71,reminder,Action passed all guardrails.,passed,0.1997971678118583,2459.0456002496867,5.0,2454.0456002496867
CASE_000208,CUST_00590,high_value,1,insufficient_funds,78227.2,reminder,High-value case permitted for controlled recovery.,passed,0.6408112548437142,50128.8701949102,5.0,50123.8701949102
CASE_000209,CUST_00460,regular,1,unknown_failure,44577.47,reminder,Action passed all guardrails.,passed,0.5288888049983216,23576.524838148533,5.0,23571.524838148533
CASE_000210,CUST_01882,regular,1,risk_decline,49891.36,reminder,Action passed all guardrails.,passed,0.2387695181553181,11912.535987313517,5.0,11907.535987313517
CASE_000211,CUST_01822,regular,1,limit_exceeded,28965.12,reminder,Action passed all guardrails.,passed,0.4078547824401252,11813.56271595212,5.0,11808.56271595212
CASE_000212,CUST_01573,regular,1,unknown_failure,33536.47,escalate,Case routed to manual review.,passed,0.5334928349851842,17891.46645569558,25.0,17866.46645569558
CASE_000213,CUST_00479,regular,1,insufficient_funds,44931.76,reminder,Action passed all guardrails.,passed,0.5912837461048224,26567.419371882814,5.0,26562.419371882814
CASE_000214,CUST_01685,new,1,expired_instrument,17262.12,reminder,Action passed all guardrails.,passed,0.5624131824434316,9708.44384492041,5.0,9703.44384492041
CASE_000215,CUST_00925,regular,1,temporary_bank_failure,34770.3,retry,Action passed all guardrails.,passed,0.7019008034219208,24405.301505221218,2.0,24403.301505221218
CASE_000216,CUST_00212,regular,1,temporary_bank_failure,44998.2,retry,Action passed all guardrails.,passed,0.8366276195489694,37646.73694998843,2.0,37644.73694998843
CASE_000217,CUST_01813,new,1,insufficient_funds,7241.57,reminder,Action passed all guardrails.,passed,0.5438370418341285,3938.23400703477,5.0,3933.23400703477
CASE_000218,CUST_01789,regular,1,temporary_bank_failure,21722.42,retry,Action passed all guardrails.,passed,0.8075738558789658,17542.458478422363,2.0,17540.458478422363
CASE_000219,CUST_01177,regular,1,limit_exceeded,12137.38,reminder,Action passed all guardrails.,passed,0.5819989971745605,7063.942988326567,5.0,7058.942988326567
CASE_000220,CUST_00925,regular,1,timeout,7599.01,reminder,Action passed all guardrails.,passed,0.6774010077008684,5147.5770315289765,5.0,5142.5770315289765
CASE_000221,CUST_01034,regular,1,insufficient_funds,5961.26,reminder,Action passed all guardrails.,passed,0.6208606667170651,3701.111858073772,5.0,3696.111858073772
CASE_000222,CUST_00027,high_value,1,temporary_bank_failure,59230.2,retry,High-value case permitted for controlled recovery.,passed,0.8559275949270138,50696.762633046,2.0,50694.762633046
CASE_000223,CUST_00687,regular,1,authentication_failed,21834.39,reminder,Action passed all guardrails.,passed,0.5611279446024124,12251.886382347468,5.0,12246.886382347468
CASE_000224,CUST_01670,new,1,unknown_failure,17400.77,escalate,Case routed to manual review.,passed,0.4541423713149126,7902.426950505393,25.0,7877.426950505393
CASE_000225,CUST_01852,regular,1,temporary_bank_failure,31285.22,retry,Action passed all guardrails.,passed,0.7785990732197896,24358.64329747723,2.0,24356.64329747723
CASE_000226,CUST_00439,new,1,timeout,3398.53,retry,Action passed all guardrails.,passed,0.688663459592898,2340.443427330252,2.0,2338.443427330252
CASE_000227,CUST_00869,new,1,insufficient_funds,6322.2,reminder,Action passed all guardrails.,passed,0.5500400242159965,3477.463041098373,5.0,3472.463041098373
CASE_000228,CUST_00912,high_value,1,timeout,19534.14,escalate,Case routed to manual review.,passed,0.696385106194828,13603.284158324635,25.0,13578.284158324635
CASE_000229,CUST_01017,regular,1,authentication_failed,23814.83,reminder,Action passed all guardrails.,passed,0.5654969896486793,13467.21467399506,5.0,13462.21467399506
CASE_000230,CUST_01012,high_value,1,insufficient_funds,15128.08,reminder,Action passed all guardrails.,passed,0.6122466301761399,9262.116001035058,5.0,9257.116001035058
CASE_000231,CUST_00652,regular,1,unknown_failure,43298.19,escalate,Case routed to manual review.,passed,0.4959763996831013,21474.880388994865,25.0,21449.880388994865
CASE_000232,CUST_00259,regular,1,temporary_bank_failure,5127.8,retry,Action passed all guardrails.,passed,0.8301460812071317,4256.823075213931,2.0,4254.823075213931
CASE_000233,CUST_00775,regular,1,risk_decline,16930.51,reminder,Action passed all guardrails.,passed,0.1887830539464839,3196.193382671485,5.0,3191.193382671485
CASE_000234,CUST_01285,regular,1,insufficient_funds,8655.65,reminder,Action passed all guardrails.,passed,0.6164654581687321,5335.909242998186,5.0,5330.909242998186
CASE_000235,CUST_01282,regular,1,timeout,17676.45,retry,Action passed all guardrails.,passed,0.7263434417665131,12839.17353121368,2.0,12837.17353121368
CASE_000236,CUST_00616,regular,1,temporary_bank_failure,48055.37,retry,Action passed all guardrails.,passed,0.8247735393392684,39634.7975991581,2.0,39632.7975991581
CASE_000237,CUST_00252,new,1,insufficient_funds,17435.49,reminder,Action passed all guardrails.,passed,0.5282851795022406,9210.910964359522,5.0,9205.910964359522
CASE_000238,CUST_01070,regular,1,temporary_bank_failure,26404.81,retry,Action passed all guardrails.,passed,0.829146634606773,21893.459348931265,2.0,21891.459348931265
CASE_000239,CUST_00314,regular,1,temporary_bank_failure,20015.41,retry,Action passed all guardrails.,passed,0.8508187194493917,17029.485505454548,2.0,17027.485505454548
CASE_000240,CUST_00007,regular,1,insufficient_funds,30230.53,reminder,Action passed all guardrails.,passed,0.5515079116545677,16672.376468510756,5.0,16667.376468510756
CASE_000241,CUST_01201,regular,1,insufficient_funds,8675.17,reminder,Action passed all guardrails.,passed,0.5786173768578949,5019.604109196304,5.0,5014.604109196304
CASE_000242,CUST_00526,regular,1,timeout,2251.5,retry,Action passed all guardrails.,passed,0.7161441791564397,1612.398619370724,2.0,1610.398619370724
CASE_000243,CUST_00331,regular,1,risk_decline,19887.1,reminder,Action passed all guardrails.,passed,0.2114737535413368,4205.599684051919,5.0,4200.599684051919
CASE_000244,CUST_00899,regular,1,insufficient_funds,17142.47,reminder,Action passed all guardrails.,passed,0.6522132740022478,11180.546483185311,5.0,11175.546483185311
CASE_000245,CUST_00064,high_value,1,risk_decline,21384.27,reminder,Action passed all guardrails.,passed,0.335759248386941,7179.966422503412,5.0,7174.966422503412
CASE_000246,CUST_01891,regular,1,authentication_failed,1264.31,reminder,Action passed all guardrails.,passed,0.4608079855059674,582.6041441550497,5.0,577.6041441550497
CASE_000247,CUST_00876,high_value,1,insufficient_funds,91520.01,reminder,High-value case permitted for controlled recovery.,passed,0.5927083544840467,54244.6745294635,5.0,54239.6745294635
CASE_000248,CUST_01377,regular,1,risk_decline,30441.99,reminder,Action passed all guardrails.,passed,0.2650091801853967,8067.406813112047,5.0,8062.406813112047
CASE_000249,CUST_00225,new,1,insufficient_funds,14876.35,reminder,Action passed all guardrails.,passed,0.5587831924561316,8312.654345094774,5.0,8307.654345094774
CASE_000250,CUST_01480,regular,0,blocked_instrument,11042.9,escalate,Case routed to manual review.,passed,0.5303413137836861,5856.506093981867,25.0,5831.506093981867
CASE_000251,CUST_01262,high_value,1,authentication_failed,16030.59,reminder,Action passed all guardrails.,passed,0.5809512898079826,9312.991936882949,5.0,9307.991936882949
CASE_000252,CUST_00577,regular,1,timeout,9310.88,retry,Action passed all guardrails.,passed,0.7421986514975074,6910.522580255111,2.0,6908.522580255111
CASE_000253,CUST_00398,high_value,1,temporary_bank_failure,20671.23,retry,Action passed all guardrails.,passed,0.8558564886662853,17691.606324213175,2.0,17689.606324213175
CASE_000254,CUST_00446,regular,1,timeout,2511.89,retry,Action passed all guardrails.,passed,0.7344300771842363,1844.807566578311,2.0,1842.807566578311
CASE_000255,CUST_01864,regular,1,timeout,30208.75,retry,Action passed all guardrails.,passed,0.7223799712074266,21822.195955212348,2.0,21820.195955212348
CASE_000256,CUST_00777,regular,1,unknown_failure,27588.82,reminder,Action passed all guardrails.,passed,0.5364562516438841,14800.194964477823,5.0,14795.194964477823
CASE_000257,CUST_00510,regular,1,insufficient_funds,8814.12,reminder,Action passed all guardrails.,passed,0.5955061976152239,5248.8630865242985,5.0,5243.8630865242985
CASE_000258,CUST_00926,regular,0,insufficient_funds,33123.16,escalate,Case routed to manual review.,passed,0.5106838990055692,16915.464496185312,25.0,16890.464496185312
CASE_000259,CUST_01742,regular,1,temporary_bank_failure,34104.84,retry,Action passed all guardrails.,passed,0.7973691908888234,27194.148676192777,2.0,27192.148676192777
CASE_000260,CUST_00350,new,1,temporary_bank_failure,18641.38,retry,Action passed all guardrails.,passed,0.8386672321573172,15633.914568192771,2.0,15631.914568192771
CASE_000261,CUST_01301,regular,1,expired_instrument,7408.55,reminder,Action passed all guardrails.,passed,0.5546959446729981,4109.49264090714,5.0,4104.49264090714
CASE_000262,CUST_01147,regular,1,blocked_instrument,49020.62,reminder,Action passed all guardrails.,passed,0.4376220685037336,21452.505123735493,5.0,21447.505123735493
CASE_000263,CUST_00182,new,1,timeout,16193.02,retry,Action passed all guardrails.,passed,0.547567834997492,8866.776903471087,2.0,8864.776903471087
CASE_000264,CUST_00540,regular,1,timeout,48213.59,escalate,Case routed to manual review.,passed,0.7800350674321964,37608.29092679827,25.0,37583.29092679827
CASE_000265,CUST_01728,new,1,insufficient_funds,14293.52,reminder,Action passed all guardrails.,passed,0.5525282205648647,7897.573171208305,5.0,7892.573171208305
CASE_000266,CUST_01861,regular,0,limit_exceeded,37760.59,escalate,Case routed to manual review.,passed,0.3186493576912001,12032.387749540752,25.0,12007.387749540752
CASE_000267,CUST_01405,regular,1,timeout,18518.02,retry,Action passed all guardrails.,passed,0.7271120379326739,13464.675260678014,2.0,13462.675260678014
CASE_000268,CUST_01290,regular,1,authentication_failed,10614.39,reminder,Action passed all guardrails.,passed,0.5694428262290024,6044.288240296861,5.0,6039.288240296861
CASE_000269,CUST_00174,regular,1,temporary_bank_failure,40378.73,retry,Action passed all guardrails.,passed,0.7314334797719443,29534.3549926718,2.0,29532.3549926718
CASE_000270,CUST_00730,high_value,1,timeout,94080.27,escalate,Case routed to manual review.,passed,0.7205029743244379,67785.11436024618,25.0,67760.11436024618
CASE_000271,CUST_01362,new,1,insufficient_funds,3420.54,reminder,Action passed all guardrails.,passed,0.4705633282558822,1609.5806868323757,5.0,1604.5806868323757
CASE_000272,CUST_01867,high_value,1,insufficient_funds,87304.64,reminder,High-value case permitted for controlled recovery.,passed,0.6170545417509191,53871.72462792896,5.0,53866.72462792896
CASE_000273,CUST_01483,new,1,insufficient_funds,12831.36,reminder,Action passed all guardrails.,passed,0.5698196551623442,7311.561130463898,5.0,7306.561130463898
